id,radius_m,pop_density_1km
EHI01272,100,0.012832618318498135
EHI02760,100,0
EHI01342,100,8.731367415748537e-4
EHI02846,100,0.10452084243297577
EHI01253,100,0.026940850540995598
EHI02796,100,5.602691173553467
EHI01254,100,0.012832618318498135
EHI02826,100,0.12858794629573822
EHI02824,100,0.12858794629573822
EHI02823,100,0.5507180094718933
EHI02840,100,1.1143301725387573
EHI01258,100,0.026940850540995598
EHI02773,100,5.602691173553467
EHI02817,100,1.8407295942306519
EHI02772,100,0.12858794629573822
EHI02806,100,1.8407295942306519
EHI02831,100,19.14458656311035
EHI01266,100,0.022505560889840126
EHI01339,100,0.026940850540995598
EHI02801,100,5.602691173553467
EHI02812,100,0.4704557955265045
EHI02836,100,3.392857789993286
EHI02082,100,0.3420879542827606
EHI02841,100,1.5663634538650513
EHI02770,100,1.1853665113449097
EHI02792,100,2.2497212886810303
EHI01341,100,0.022505560889840126
EHI02098,100,0.3420879542827606
EHI02776,100,0.4704557955265045
EHI02769,100,0.20008346438407898
EHI01389,100,0.3420879542827606
EHI02767,100,1.8407295942306519
EHI02819,100,3.148766279220581
EHI02064,100,0.3420879542827606
EHI02811,100,0.6431238651275635
EHI01268,100,0.012832618318498135
EHI02804,100,0
EHI02780,100,1.1143301725387573
EHI02789,100,1.1143301725387573
EHI02835,100,3.148766279220581
EHI01343,100,0.3420879542827606
EHI02785,100,6.091517448425293
EHI01271,100,8.731367415748537e-4
EHI02843,100,1.5663634538650513
EHI02779,100,19.14458656311035
EHI02822,100,0.6431238651275635
EHI02797,100,0
EHI02074,100,0.3420879542827606
EHI02830,100,1.7563055753707886
EHI02784,100,1.1853665113449097
EHI02766,100,19.14458656311035
EHI02771,100,0
EHI02768,100,0.20008346438407898
EHI01270,100,0.3420879542827606
EHI02832,100,0.10452084243297577
EHI02844,100,1.5663634538650513
EHI02829,100,1.659116506576538
EHI01264,100,0.3420879542827606
EHI02837,100,5.602691173553467
EHI02774,100,0.6431238651275635
EHI02845,100,0.10452084243297577
EHI02775,100,0.6431238651275635
EHI01259,100,0.026940850540995598
EHI01387,100,8.731367415748537e-4
EHI01248,100,0.012832618318498135
EHI01257,100,8.731367415748537e-4
EHI02839,100,0.08963604271411896
EHI01273,100,8.731367415748537e-4
EHI02838,100,3.148766279220581
EHI01265,100,0.012832618318498135
EHI01345,100,0.3420879542827606
EHI01256,100,8.731367415748537e-4
EHI01272,200,0.012832618318498135
EHI02760,200,0
EHI01342,200,8.382283267565072e-4
EHI02846,200,0.10452084243297577
EHI01253,200,0.026940850540995598
EHI02796,200,6.240530014038086
EHI01254,200,0.012832618318498135
EHI02826,200,0.1280546933412552
EHI02824,200,0.1280546933412552
EHI02823,200,0.5053825378417969
EHI02840,200,1.0628033876419067
EHI01258,200,0.026940850540995598
EHI02773,200,6.240530014038086
EHI02817,200,1.6600321531295776
EHI02772,200,0.1280546933412552
EHI02806,200,1.6600321531295776
EHI02831,200,17.459144592285156
EHI01266,200,0.022505560889840126
EHI01339,200,0.026940850540995598
EHI02801,200,6.240530014038086
EHI02812,200,0.4241426885128021
EHI02836,200,3.2317166328430176
EHI02082,200,0.3420879542827606
EHI02841,200,1.5663634538650513
EHI02770,200,1.3206874132156372
EHI02792,200,2.2627930641174316
EHI01341,200,0.022505560889840126
EHI02098,200,0.3420879542827606
EHI02776,200,0.4241426885128021
EHI02769,200,0.24305009841918945
EHI01389,200,0.3420879542827606
EHI02767,200,1.6600321531295776
EHI02819,200,3.1028969287872314
EHI02064,200,0.3420879542827606
EHI02811,200,0.8628089427947998
EHI01268,200,0.012832618318498135
EHI02804,200,0
EHI02780,200,1.0628033876419067
EHI02789,200,1.0628033876419067
EHI02835,200,3.1028969287872314
EHI01343,200,0.3420879542827606
EHI02785,200,6.091517448425293
EHI01271,200,8.382283267565072e-4
EHI02843,200,1.5663634538650513
EHI02779,200,17.459144592285156
EHI02822,200,0.8628089427947998
EHI02797,200,0
EHI02074,200,0.3420879542827606
EHI02830,200,1.7563055753707886
EHI02784,200,1.3206874132156372
EHI02766,200,17.459144592285156
EHI02771,200,0
EHI02768,200,0.24305009841918945
EHI01270,200,0.3420879542827606
EHI02832,200,0.10452084243297577
EHI02844,200,1.5663634538650513
EHI02829,200,1.6729199886322021
EHI01264,200,0.3420879542827606
EHI02837,200,6.240530014038086
EHI02774,200,0.8628089427947998
EHI02845,200,0.10452084243297577
EHI02775,200,0.8628089427947998
EHI01259,200,0.026940850540995598
EHI01387,200,8.382283267565072e-4
EHI01248,200,0.012832618318498135
EHI01257,200,8.382283267565072e-4
EHI02839,200,0.11029844731092453
EHI01273,200,8.382283267565072e-4
EHI02838,200,3.1028969287872314
EHI01265,200,0.012832618318498135
EHI01345,200,0.3420879542827606
EHI01256,200,8.382283267565072e-4
EHI01272,400,0.01277525257319212
EHI02760,400,0
EHI01342,400,0.00082048081094399095
EHI02846,400,0.10617029666900635
EHI01253,400,0.026552824303507805
EHI02796,400,7.973686695098877
EHI01254,400,0.01277525257319212
EHI02826,400,0.12375783920288086
EHI02824,400,0.12375783920288086
EHI02823,400,0.4826533794403076
EHI02840,400,0.9714455008506775
EHI01258,400,0.026552824303507805
EHI02773,400,7.973686695098877
EHI02817,400,1.4816200733184814
EHI02772,400,0.12375783920288086
EHI02806,400,1.4816200733184814
EHI02831,400,15.789754867553711
EHI01266,400,0.022609250620007515
EHI01339,400,0.026552824303507805
EHI02801,400,7.973686695098877
EHI02812,400,0.39452043175697327
EHI02836,400,3.123147964477539
EHI02082,400,0.423693984746933
EHI02841,400,1.5765950679779053
EHI02770,400,1.490554690361023
EHI02792,400,2.144230365753174
EHI01341,400,0.022609250620007515
EHI02098,400,0.423693984746933
EHI02776,400,0.39452043175697327
EHI02769,400,0.31275898218154907
EHI01389,400,0.423693984746933
EHI02767,400,1.4816200733184814
EHI02819,400,2.621403932571411
EHI02064,400,0.423693984746933
EHI02811,400,1.057809591293335
EHI01268,400,0.01277525257319212
EHI02804,400,0
EHI02780,400,0.9714455008506775
EHI02789,400,0.9714455008506775
EHI02835,400,2.621403932571411
EHI01343,400,0.423693984746933
EHI02785,400,6.723932266235352
EHI01271,400,0.00082048081094399095
EHI02843,400,1.5765950679779053
EHI02779,400,15.789754867553711
EHI02822,400,1.057809591293335
EHI02797,400,0
EHI02074,400,0.423693984746933
EHI02830,400,1.7437303066253662
EHI02784,400,1.490554690361023
EHI02766,400,15.789754867553711
EHI02771,400,0
EHI02768,400,0.31275898218154907
EHI01270,400,0.423693984746933
EHI02832,400,0.10617029666900635
EHI02844,400,1.5765950679779053
EHI02829,400,1.6851578950881958
EHI01264,400,0.423693984746933
EHI02837,400,7.973686695098877
EHI02774,400,1.057809591293335
EHI02845,400,0.10617029666900635
EHI02775,400,1.057809591293335
EHI01259,400,0.026552824303507805
EHI01387,400,0.00082048081094399095
EHI01248,400,0.01277525257319212
EHI01257,400,0.00082048081094399095
EHI02839,400,0.15254883468151093
EHI01273,400,0.00082048081094399095
EHI02838,400,2.621403932571411
EHI01265,400,0.01277525257319212
EHI01345,400,0.423693984746933
EHI01256,400,0.00082048081094399095
