"id","h1","pop_density_1km","annual_mean_temp","annual_precipitation","Overall_Density","devil_density_baseline"
"EHI01272",1.46095836745729,0.0127752525731921,8.22697620600046,801.50473538989,51.54895,0.250592360893885
"EHI02760",1.84264647584218,0,9.21473620032192,1588.11417577434,71.739,0.210193639000257
"EHI01342",2.65873402131465,0.000820480810943991,17.4452584950283,252.959201170909,20.61945,0
"EHI02846",5.07022173724913,0.106170296669006,11.8447863215788,599.143428409776,50.13625,0.156215300162633
"EHI01253",4.10386612487011,0.0265528243035078,9.57140849050182,678.602392750774,62.23225,0.364457716544469
"EHI02796",1.600671831339,7.97368669509888,12.6120414373619,980.141155208335,77.224,0.280734529097875
"EHI01254",1.46095836745729,0.0127752525731921,8.22697620600046,801.50473538989,51.54895,0.250592360893885
"EHI02826",3.44885500455503,0.123757839202881,12.7429916501875,712.920508542333,44.51975,0.148132105668386
"EHI02824",3.44885500455503,0.123757839202881,12.7429916501875,712.920508542333,44.51975,0.148132105668386
"EHI02823",1.86323951746345,0.482653379440308,12.2642634396656,1016.49286436974,72.087,0.11700351536274
"EHI02840",1.05356750833552,0.971445500850677,11.8189863907343,1378.05405308691,79.674,0.469344685475032
"EHI01258",4.10386612487011,0.0265528243035078,9.57140849050182,678.602392750774,62.23225,0.364457716544469
"EHI02773",1.600671831339,7.97368669509888,12.6120414373619,980.141155208335,77.224,0.280734529097875
"EHI02817",4.5741729210476,1.48162007331848,10.8554943909003,1138.33802913692,75.36015,0.372835536797841
"EHI02772",3.44885500455503,0.123757839202881,12.7429916501875,712.920508542333,44.51975,0.148132105668386
"EHI02806",4.5741729210476,1.48162007331848,10.8554943909003,1138.33802913692,75.36015,0.372835536797841
"EHI02831",3.37123139720197,15.7897548675537,10.3842822506503,908.563454053083,72.2795,0.193715160091718
"EHI01266",2.48339044189836,0.0226092506200075,16.0725090168471,485.423812868733,20.92065,0
"EHI01339",4.10386612487011,0.0265528243035078,9.57140849050182,678.602392750774,62.23225,0.364457716544469
"EHI02801",1.600671831339,7.97368669509888,12.6120414373619,980.141155208335,77.224,0.280734529097875
"EHI02812",1.68113380581586,0.394520431756973,12.233896334562,1023.82122134856,74.1095,0.119561776518822
"EHI02836",5.90893661727946,3.12314796447754,11.8599711907061,626.164118153829,46.9802,0.109451043109099
